surveyid,survey_date,femaleres,age,married,children,edu,hh_totalmembers,asset_savings,cons_alcohol,cons_tobacco,cons_med_total,cons_ed,cons_social,cons_other,ent_income,med_portion_sickinjured,med_port_sick_child,durable_investment,depressed
948,11-Oct-61,1,49,1,1,9,,0,0,0,0,0,0,0,0,,,0,0
562,07-Nov-61,1,37,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
34,25-Sep-61,1,25,1,1,14,3,48.046108,0,0,11.210759,0,6.8065324,36.915428,4.3708611,1,1,480.4274,0
912,17-Oct-61,1,45,0,6,8,7,0,0,0,0,4.3241501,4.4042268,8.6483002,2.0241649,0.2857143,0.16666667,561.12195,0
1343,07-Nov-61,1,30,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
209,31-Oct-61,1,35,1,4,10,6,16.015369,0,0,1.601537,1.4013449,16.533201,88.645073,230.97723,0.5,0.5,415.55692,1
1392,06-Oct-61,1,25,1,1,10,3,0,,0,0,0,3.38992,68.866089,2.286639,0.33333334,0,327.21945,0
1349,17-Oct-61,1,29.200001,1,4,8,6,16.015369,0,0,0,5.3384566,4.2707653,16.495831,0.34699968,0,0,735.65198,0
644,19-Nov-61,1,48,1,4,8,,0,0,0,0,0,0,0,0,,,0,0
737,31-Oct-61,1,21,1,0,10,2,8.0076847,0,0,0,0,2.7226129,46.124264,12.790052,0.5,,488.04745,1
1051,01-Sep-61,0,51,0,0,7,1,8.0076847,0,1.9538752,8.0076847,0,1.2678834,5.9256868,6.1303277,1,,102.8441,0
333,29-Sep-61,1,27,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
1023,10-Nov-61,1,23,1,4,10,6,0,0,0,0,0,2.8026898,56.774487,2.4912798,0.33333334,0.25,487.12018,0
1368,26-Nov-61,1,39,1,7,7,,0,0,0,0,0,0,0,0,,,0,0
917,12-Dec-61,1,25,1,5,9,,0,0,0,0,0,0,0,0,,,0,0
865,31-Aug-61,1,22,1,1,9,3,0,69.781258,0,14.413833,1.601537,13.613065,27.866743,0,0.33333334,1,35.954506,0
1142,01-Nov-61,1,26,1,2,4,5,0,,,0,2.0819981,0.66730708,22.741825,0.4448714,0.60000002,0.5,157.62558,0
609,07-Dec-61,1,21,1,3,9,5,0,0,0,0,0,3.0696127,15.695063,0.3558971,0.60000002,0.33333334,379.93103,0
914,28-Nov-61,1,55,0,7,6,,0,0,0,0,0,0,0,0,,,0,1
225,15-Sep-61,1,38,0,2,9,3,0,0,0,0,3.5233815,2.5357668,97.5336,2.4245493,1,1,555.13086,0
1416,09-Nov-61,0,23,1,1,8,3,96.092216,0,0,44.843037,0,4.6444573,37.155659,18.814724,0.66666669,1,657.60699,0
963,26-Nov-61,1,21,1,1,10,3,336.32278,0,0,0,0,4.4042268,12.011527,5.7054753,0.33333334,1,302.70325,0
1021,19-Sep-61,1,28,1,5,10,7,0,0,0,0,1.601537,1.601537,18.417675,775.97803,0.14285715,0.2,1312.2948,0
1167,01-Oct-61,1,21,1,0,11,2,0,0,0,0,0,5.3384566,42.600883,14.828675,0.5,,233.8244,0
669,19-Sep-61,1,24,1,5,9,,0,0,0,0,0,0,0,0,,,0,0
819,11-Sep-61,1,52,1,4,9,8,0,20.934376,14.654063,0,2.6692283,3.3365355,31.229971,0.044487137,0.75,0.5,603.68909,0
1238,13-Nov-61,1,63,1,0,8,4,0,0,0,18.417675,0,26.42536,37.075581,15.896144,0.5,,256.8783,0
1008,27-Sep-61,0,55,0,2,7,,0,0,0,0,0,0,0,0,,,0,0
268,23-Sep-61,0,36,1,4,10,,0,0,0,0,0,0,0,0,,,0,0
373,27-Nov-61,1,25,1,0,7,,0,0,0,0,0,0,0,0,,,0,1
945,19-Sep-61,0,65,0,0,6,1,0,0,6.9781256,0,0,0,2.2421517,0.1957434,0,,10.40999,0
902,28-Sep-61,1,31,1,3,7,5,0,0,4.8846879,0.80076849,1.975229,0.93422991,20.019213,5.607604,0.40000001,0.66666669,550.51117,0
583,15-Nov-61,1,46,1,1,5,6,9.6092224,6.9781256,3.4890628,0,21.353827,6.0057635,32.671356,27.715487,0.16666667,1,856.10797,0
639,18-Sep-61,1,28,1,3,3,5,32.030739,0,0,0,0.6005764,1.7616907,36.515045,59.808506,0,0,280.00781,1
1071,10-Oct-61,1,22,1,3,7,5,4.8046112,0,0,0,1.8684598,6.6730709,39.878273,13.33146,0.40000001,0.33333334,303.3439,0
327,11-May-60,1,23,1,1,8,3,11.210759,0,0,0,0,0.86749923,13.613065,0.059501547,0.33333334,1,832.44141,0
856,04-Nov-61,0,45,0,2,14,3,0,0,0,7.5272241,1.601537,0.53384566,6.0858407,12.55872,1,1,176.16084,0
175,17-Oct-61,1,26,1,4,10,6,48.046108,0,0,0,3.6701891,5.3117642,67.312599,79.014725,0.33333334,0,1324.5525,0
867,10-Dec-61,1,30,1,3,10,5,12.812296,0,0,9.6092224,0.24023055,3.3365355,54.292103,48.646687,0.40000001,0.33333334,272.26129,0
357,03-Dec-61,1,34,1,4,9,,0,0,0,0,0,0,0,0,,,0,0
220,30-Nov-61,1,30,1,6,10,,0,0,0,0,0,0,0,0,,,0,0
716,20-Oct-61,1,56,1,2,9,5,0,39.077503,9.7693758,0,17.890503,1.0009606,30.429203,3.203074,0,0,339.18903,1
570,22-Oct-61,1,30,1,1,11,3,0,0,0,0,14.627371,7.0067244,24.983976,26.785706,0.66666669,0,782.90515,0
1134,21-Sep-61,1,61,1,5,5,7,0,0,0,0.96092218,9.3422985,0.66997629,24.535547,0.56943536,0.71428573,0.60000002,483.91711,0
1172,18-Oct-61,1,27,1,4,10,6,0,0,0,0,0.96092218,1.3879987,6.5823169,0.46711496,0.5,0.5,104.27888,0
449,06-Sep-61,1,39,0,2,13,4,0,0,0,0,0,0.26692283,4.7405496,1.7769275,0,0,118.46735,0
705,27-Sep-61,1,53,1,6,14,10,0,34.890629,13.956251,23.222286,4.0038424,10.676913,104.09991,11.522169,0.60000002,0.5,1635.5085,1
128,28-Sep-61,1,27,1,1,11,,0,0,0,0,0,0,0,0,,,0,0
1150,03-Oct-61,1,19,1,1,13,3,0,0,0,0,0,4.5376883,32.351048,3.5478492,1,1,356.30005,0
1092,08-Sep-60,1,18,1,1,10,2,0,0,0,0,0,1.5348064,78.155006,0.52161175,0.5,0,447.16187,0
1424,12-Nov-61,1,21,1,2,9,4,0,,0,0,3.0429204,20.886711,15.663032,4.504323,0.5,0,127.95455,0
338,30-Sep-61,1,35,0,1,9,2,48.046108,0,0,0,3.203074,8.8885307,5.9256868,7.6851535,0.5,1,354.08646,0
423,27-Nov-61,1,18.6,0,1,9,,0,0,0,0,0,0,0,0,,,0,0
566,05-Sep-61,1,47,0,1,6,2,12.812296,0,0,0,0.48046109,6.8786016,26.985899,1.900157,0,0,107.96572,0
1197,24-Aug-60,1,45,1,10,7,12,0,0,0,8.8084536,11.771297,11.584451,9.5291452,24.768215,0.33333334,0.2,1060.9191,0
726,03-Dec-61,1,47,1,4,12,,0,0,0,0,0,0,0,0,,,0,0
647,03-Sep-61,1,65,0,1,6,3,0,0,0,1.4413832,0,2.2688441,3.8436887,2.2288058,1,1,484.32822,0
1363,26-Oct-61,1,24,0,1,10,,0,0,0,0,0,0,0,0,,,0,1
125,03-May-60,1,28,1,1,6,3,0,0,0,0,0,1.5348064,23.942978,3.3754618,1,1,196.55948,0
334,13-Dec-61,1,23,1,3,9,5,0,0,0,0,1.2411911,0.62726867,31.358095,0.75628144,1,1,153.87402,0
966,06-Nov-61,1,21,1,2,7,,0,0,0,0,0,0,0,0,,,0,0
430,09-Oct-61,1,55,1,3,8,5,0,0,1.0467187,3.203074,0.50715339,0.10676913,12.892373,0.4448714,0.40000001,0,246.72122,0
1000,30-Nov-61,1,22,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
1344,10-Nov-61,0,64,0,0,1,1,0,0,2.7912502,0,0,4.2974577,8.3279924,5.1204696,1,,137.73218,0
290,21-Aug-60,1,46,0,2,9,4,0,0,0,0,30.589357,5.6053796,45.563728,32.244278,0.5,0.5,752.40387,0
1310,16-Nov-61,1,29,1,6,12,,0,0,0,0,0,0,0,0,,,0,0
1262,20-Nov-61,1,65,1,1,5,3,0,20.236563,2.7912502,28.827665,0.69399935,4.9380727,81.037773,2.0019212,0.66666669,0,239.52258,0
95,21-Sep-61,1,52,1,4,7,6,0,0,0,0,3.0429204,0.80076849,64.061478,4.8935857,0.16666667,0,973.50049,1
1106,13-Oct-61,1,28,1,3,10,5,0,0,0,0,1.3346142,6.6730709,35.233814,9.2422037,0.60000002,0.33333334,160.01898,0
1214,21-Nov-61,0,25,1,4,10,,0,0,0,0,0,0,0,0,,,0,0
771,21-Nov-61,1,49,1,0,2,,0,0,0,0,0,0,0,0,,,0,1
1272,23-Oct-61,1,24,1,2,8,4,0,0,0,0,1.2144989,0.80076849,5.9256868,2.7470808,0,0,602.30457,0
658,05-Dec-61,1,21,0,6,14,,0,0,0,0,0,0,0,0,,,0,0
1108,29-Oct-61,1,42,1,4,10,,0,0,0,0,0,0,0,0,,,0,1
238,10-Nov-60,1,23,0,3,10,5,0,0,0,0,1.7083061,0.72069162,9.8814831,0,1,1,96.092216,1
438,24-Oct-61,1,48,1,3,9,7,0,14.654063,4.8846879,3.5233815,2.0019212,4.5376883,18.770014,0.24023055,0.5714286,0.33333334,180.51425,0
1410,08-Oct-61,1,27,1,3,8,5,0,0,0,0,0,0,12.011527,0.16682677,0,0,124.24559,0
1210,18-Aug-60,1,33,1,4,10,6,48.046108,0,0,52.770645,0.42040345,17.216522,34.513123,304.40326,0.33333334,0,609.73065,0
1348,01-Oct-61,1,23,1,1,12,3,352.57837,0,0,0,0,4.5376883,68.545784,39.775951,0.33333334,1,552.19659,0
1341,19-Oct-61,1,78,1,1,5,3,0,0,0,0,0,0.93422991,8.9686069,13.21268,0.66666669,1,1213.6694,0
874,29-Sep-61,1,63,0,2,1,,0,0,0,0,0,0,0,0,,,0,0
1299,08-Nov-61,1,54,1,5,9,8,0,0,9.7693758,2.2421517,5.7201562,29.895357,75.784729,1.2011528,0.25,0,312.38425,0
1040,29-Oct-61,1,46,0,3,9,5,0,0,0,44.202423,21.487288,2.936151,66.62394,10.009606,0.80000001,0.66666669,260.95776,0
555,01-Dec-61,1,27,1,3,8,,0,0,0,0,0,0,0,0,,,0,0
1027,10-Oct-61,1,31,1,4,10,6,48.206264,0,0,25.624592,3.4166121,5.0715337,105.06083,1.5681716,0.66666669,1,439.45352,0
355,20-Sep-61,1,29,1,4,9,6,14.413833,73.270317,4.8846879,0,2.0019212,11.677875,56.294025,51.028973,0.83333331,0.75,648.92816,0
1242,11-Oct-61,1,39,1,3,8,,0,0,0,0,0,0,0,0,,,0,0
56,26-Oct-61,1,42,1,6,8,,0,0,0,0,0,0,0,0,,,0,0
1255,03-Nov-61,1,22,1,2,8,4,0,0,0,22.101212,0,2.7759974,24.951946,2.9450486,1,1,160.23824,1
524,31-Oct-61,1,24,1,4,9,6,4.8046112,0,0,0,2.1353827,2.0686522,22.741825,0,0.16666667,0.25,273.47516,0
605,01-Sep-61,1,24,1,3,6,5,0,0,0,0,1.0276529,4.3908806,11.931451,0.13123704,0.40000001,0.66666669,115.47082,0
812,26-Sep-61,1,20,1,2,11,,0,0,0,0,0,0,0,0,,,0,0
61,18-Sep-61,1,55,1,1,8,5,0,0,0,0,2.6692283,1.7349985,17.969246,3.8970735,0.2,1,515.27423,0
257,29-Nov-61,1,23,1,3,6,,0,0,0,0,0,0,0,0,,,0,0
904,29-Oct-61,1,23,1,3,9,5,0,,0,0,1.2011528,9.3422985,30.909664,245.48448,0.2,0.33333334,675.26648,0
1265,21-Aug-60,1,24,1,1,10,3,0,0,0,0,0,2.1353827,40.198578,228.30022,0.33333334,0,485.13611,0
351,18-Sep-61,1,23,1,3,10,5,0,,3.9077504,0,3.2431123,0,69.34655,0,0.40000001,0.33333334,75.25573,0
1263,18-Sep-61,1,29,1,4,9,6,0,13.956251,4.8846879,0,3.5367274,5.6053796,19.05829,0.66730708,0.16666667,0.25,442.78305,0
905,15-Oct-61,1,27,1,3,10,5,16.015369,0,0,0,1.3346142,2.2688441,36.995506,4.6188769,1,1,370.10184,0
960,20-Sep-61,1,51,0,4,4,,0,0,0,0,0,0,0,0,,,0,0
279,03-May-60,1,18,1,2,10,3,22.421518,0,0,0,0,3.8703811,30.669434,0,1,0.5,46.571045,0
580,15-Oct-61,1,27,1,4,8,6,0,0,0,0,2.6692283,1.4013449,8.3279924,7.1134934,0.5,0.5,356.24985,0
1066,20-Nov-61,1,20,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
1268,28-Nov-61,1,49,1,3,12,,0,0,0,0,0,0,0,0,,,0,0
1193,07-Oct-60,1,32,0,3,6,4,0,0,0,0,3.203074,0.3203074,3.5233815,0.62281996,0,0,80.582733,0
828,18-Oct-61,1,46,0,4,5,10,0,0,0,0,5.3384566,8.9419146,19.378597,1.8684598,0,0,382.82959,0
1166,18-Sep-61,1,27.6,1,2,9,4,0,3.4890628,1.3956251,0,1.601537,2.5357668,20.819981,1.1221881,1,1,206.07587,0
868,20-Sep-61,1,82,0,0,1,2,0,0,2.0934374,0,0,1.8684598,45.884033,22.043377,0.5,,46.604729,0
1155,05-Nov-61,1,31,1,6,9,8,16.015369,,0,0,6.6730709,3.3365355,63.180634,49.55867,0.375,0.16666667,511.29514,0
1398,04-Oct-61,1,36,0,4,9,5,48.046108,0,0,0,5.3384566,3.0696127,31.229971,0.6895507,0.80000001,0.75,253.45595,1
695,15-Oct-61,0,33,1,5,10,,0,0,0,0,0,0,0,0,,,0,0
546,06-Nov-61,1,48,0,1,7,,0,0,0,0,0,0,0,0,,,0,0
636,12-Oct-61,0,36,0,2,10,3,0,0,2.0934374,0,4.1639962,3.203074,10.890451,2.0464082,0.66666669,1,147.29503,0
431,27-Dec-61,1,25,0,3,9,,0,0,0,0,0,0,0,0,,,0,0
775,22-Sep-60,0,54.5,1,1,6,3,9.6092224,13.956251,6.280313,1.1210759,5.3384566,20.019213,9.6092224,6.9177504,0.33333334,0,114.63637,0
511,18-Nov-61,1,22,1,1,8,,0,0,0,0,0,0,0,0,,,0,0
38,14-Sep-61,1,31,1,5,10,7,0,29.308126,4.8846879,0,4.2040348,0.73403776,38.757195,33.222328,0.5714286,0.80000001,276.87207,1
88,18-Aug-60,1,25,1,5,11,7,0,0,0,0,2.0019212,11.611143,163.19662,24.601387,0.85714287,0.80000001,1597.6482,0
1213,22-Oct-61,1,24,1,3,5,5,6.406148,0,0,0,1.2411911,2.0019212,9.6092224,1.2389668,1,1,96.092216,1
895,26-Oct-61,1,34,1,4,8,,0,0,0,0,0,0,0,0,,,0,0
1233,12-Oct-61,1,37,1,7,11,10,128.12296,0,0,22.101212,11.571105,37.075581,239.91025,276.4205,0.5,0.42857143,1311.2761,0
799,22-Oct-61,1,49,1,5,13,7,0,11.862814,0,56.694408,29.828627,25.491131,113.22867,14.580659,0.85714287,0.80000001,398.26862,0
439,05-Oct-61,1,51,1,3,9,8,12.812296,0,0,0,46.711498,32.097469,45.643803,71.704369,0.5,0.33333334,673.9502,0
1198,25-May-60,1,20,1,1,10,3,0,,0,0,0,4.3374963,44.442654,12.597312,0.33333334,1,612.83887,0
843,06-Nov-61,1,22,1,2,10,4,0,0,0,0,0,0.80076849,7.0467629,0.088974275,0.5,0.5,228.63211,0
212,10-Oct-61,1,26,1,3,10,5,0,0,0,0,1.8017291,1.4680755,22.581671,1.3724282,0.80000001,1,326.29218,0
1393,09-Oct-61,1,45,0,2,9,3,0,0,0,0,1.601537,2.162075,29.468281,26.963654,0,0,453.50824,0
1418,17-Sep-61,1,22,1,2,10,4,0,0,0,0,0,0.72069162,9.7693758,3.5367274,0.5,0.5,918.35699,0
1184,23-Nov-61,1,62,0,2,5,3,0,0,0,0,1.9218444,0.93422991,3.3632276,3.2164202,1,1,154.62848,1
189,17-Sep-61,1,39,1,3,1,5,0,0,0,0,1.3346142,0.66730708,4.8046112,0.38926247,0.2,0,483.20715,0
1211,08-Sep-61,1,29,1,1,10,3,0,0,0,12.652143,0,1.4013449,6.9666858,0,1,1,150.09773,1
112,13-Oct-61,1,41,1,4,8,6,0,9.7693758,0,63.100559,1.3346142,3.6034582,39.381794,3.0073304,1,1,324.77521,0
1033,13-Oct-61,1,22,1,2,8,4,3.8436887,0,0,2.4023056,0,0,6.9987168,0.20241648,0.5,1,164.41049,0
1334,24-Oct-61,1,20,1,2,9,4,0,0,0,0,0,5.0048032,30.269049,3.4944646,1,1,347.66003,0
409,09-Nov-61,1,21.700001,1,3,6,5,0,0,0,4.8046112,4.0038424,2.1353827,22.421518,9.3689919,0.2,0.33333334,261.93585,0
654,16-Oct-61,1,27,1,3,7,6,8.0076847,0,0,0,1.4280372,4.417573,11.386928,2.1398315,0.66666669,0.66666669,211.35651,0
320,12-Nov-61,1,29.299999,1,3,1,5,0,0,0,0,20.019213,0.33365354,17.616907,1.726101,0.2,0,230.15805,0
1148,16-Oct-61,1,19,1,2,10,4,3.203074,0,0,0,2.7226129,5.7388411,16.335678,4.8046112,1,1,549.53375,0
226,30-Oct-61,1,36,0,7,1,8,1.9218444,0,0,0,2.8827665,2.3889594,63.100559,318.42114,0.875,0.85714287,98.519951,1
5,29-Oct-61,1,23,1,4,10,6,0,0,0,0,0.80076849,21.353827,67.424706,20.464085,1,1,642.46497,0
733,31-May-60,1,31,1,3,9,5,0,2.442344,6.6990004,1.4413832,3.203074,2.0019212,14.413833,1.3791013,0.80000001,1,397.84448,0
1239,01-Nov-61,1,24,1,2,9,4,0,,0,0,0.66730708,0.26692283,3.0749509,1.8306458,0,0,212.82776,0
171,25-May-60,1,25,1,3,10,5,0,0,0,0,0.64061481,0.66730708,1.2011528,0.008563774,0.80000001,0.66666669,89.138245,0
482,08-Nov-61,1,33,0,4,10,,0,0,0,0,0,0,0,0,,,0,0
859,08-Nov-61,1,25,1,2,3,4,0,0,0,0,0,0.66730708,12.251758,16.326778,0.25,0,123.74036,0
1309,02-Oct-61,1,33,1,5,7,7,0,2.7912502,0,1.601537,1.3346142,0.66730708,30.909664,5.0937772,0.2857143,0.2,893.70978,1
317,10-May-60,1,59,1,1,1,3,0,0,0,0,0.53384566,0.97426832,8.7283764,48.557709,1,1,196.60138,0
979,27-Oct-61,0,28,1,0,9,,0,0,0,0,0,0,0,0,,,0,0
703,04-Sep-61,1,65,1,1,5,2,0,0,,4.8046112,0.56053793,0,1.1210759,0.022243569,2,1,89.686073,1
165,20-Nov-61,1,36,0,1,9,2,0,0,0,0,0.93422991,2.936151,19.218445,15.454832,1,1,274.69733,0
486,22-Sep-61,1,22,1,3,9,,0,0,0,0,0,0,0,0,,,0,0
1059,07-Sep-60,1,22,0,2,7,3,0,0,0,0,0,0,28.891727,0,0,0,5.765533,0
9,04-Oct-61,1,20,1,6,9,,0,0,0,0,0,0,0,0,,,0,0
792,23-Oct-61,1,20,1,6,10,8,0,0,0,0,2.6024976,1.3346142,7.5272241,0.55608922,0.25,0.16666667,427.3746,0
1230,18-Oct-61,1,30,1,3,10,5,0,0,0,0,2.8694205,5.7388411,19.186413,0.65062439,0,0,418.29669,0
900,05-Dec-61,1,21,1,3,10,,0,0,0,0,0,0,0,0,,,0,0
470,15-Nov-61,1,29,1,2,9,4,3.3632276,19.538752,0,0,3.6835351,1.8444368,40.182564,8.7283764,0.5,0.5,229.77036,0
1070,03-Nov-61,0,49,0,0,10,,0,0,0,0,0,0,0,0,,,0,0
29,05-Oct-61,1,32,0,3,9,5,0,0,0,0,1.5748447,1.3346142,20.819981,144.42303,0.2,0.33333334,146.92004,1
620,28-Sep-61,1,26,0,3,7,,0,0,0,0,0,0,0,0,,,0,0
120,21-Oct-61,1,26,1,4,11,7,0,0,0,0,1.3879987,2.1086905,18.978214,73.546135,0.71428573,0.75,197.7142,0
789,24-Oct-61,1,24,1,2,9,,0,0,0,0,0,0,0,0,,,0,0
230,21-Oct-61,1,30,1,3,10,5,0,0,0,0,1.5014409,0,20.499674,0.96092218,0.2,0,38.43689,1
118,06-Oct-61,1,27,1,4,9,6,9.6092224,0,0,0,2.6024976,36.301506,32.190895,5.2027707,0.66666669,0.5,218.45856,0
401,03-Sep-61,1,38,1,7,10,10,0,0,0,0,12.812296,1.0676913,13.933372,7.311461,0.2,0.2857143,537.94604,0
1009,22-Jun-60,1,22,1,2,13,4,9.6092224,,0,0,0.48046109,0.46711496,12.652143,0,0,0,264.88599,0
844,12-Nov-61,1,20,1,3,9,7,32.030739,0,0,0,0.93422991,1.8017291,71.268394,13.246045,0.42857143,0.33333334,292.56717,0
916,23-Nov-61,1,36,0,1,18,3,48.046108,0,0,0,0.80076849,6.1392255,19.378597,21.220366,0.33333334,0,461.51904,0
712,02-Nov-61,1,26,1,3,9,5,0,0,0,0,3.203074,1.3346142,12.972449,2.7582028,1,1,155.3027,0
752,01-Dec-61,1,26,1,4,8,,0,0,0,0,0,0,0,0,,,0,0
1261,16-Nov-61,1,39,1,8,10,,0,0,0,0,0,0,0,0,,,0,1
214,22-Sep-61,0,28,0,1,11,,0,0,0,0,0,0,0,0,,,0,0
1125,26-Nov-61,0,52,1,0,8,,0,0,0,0,0,0,0,0,,,0,1
1251,26-Sep-61,1,27,0,3,10,,0,0,0,0,0,0,0,0,,,0,0
1279,08-Oct-61,1,29,0,4,8,,0,0,0,0,0,0,0,0,,,0,0
114,25-Nov-61,0,46,0,0,8,1,0,0,0,0,0,5.4051876,23.862902,1.6905112,0,,520.49951,0
133,17-Sep-61,1,80,0,0,1,1,0,0,0,0,0,0,0.56053793,0.022243569,1,,52.302895,1
835,12-Nov-61,0,39,1,5,8,7,27.22613,48.846878,0,21.300442,1.601537,1.2011528,37.63612,16.976292,0.85714287,0.80000001,492.78778,1
60,14-Nov-61,1,56,1,0,9,4,0,0,0,8.0076847,12.505335,0.26692283,23.382441,14.369346,0.25,,789.47522,0
947,06-Oct-61,1,29,1,2,9,4,0,3.4890628,2.0934374,0,0.74738395,9.2088375,23.542593,14.249231,0.75,1,507.522,0
1277,12-Nov-61,1,33,1,3,10,5,32.030739,10.467188,27.912502,0,13.653103,2.936151,34.032661,22.092314,1,1,509.72217,1
637,31-Aug-61,1,55,1,0,1,2,0,0,0,0.064061478,0,0.13346142,0.96092218,0,0.5,,102.83141,0
813,15-Oct-61,1,27,1,4,10,6,0,0,0,0,4.2640924,6.6997633,5.9256868,0.27025938,0.33333334,0.5,420.61444,0
1425,05-Oct-61,1,34,1,7,6,9,102.49837,0,0,0,3.0696127,2.6692283,9.849453,41.473133,0.11111111,0.14285715,223.78116,1
1034,06-Nov-61,1,75,0,1,4,,0,0,0,0,0,0,0,0,,,0,0
466,19-May-60,1,22,1,3,9,5,0,0,0,0,1.0676913,4.7378802,78.795624,4.1884642,0.2,0.33333334,377.22421,0
318,13-Sep-61,1,64,1,5,7,7,0,0,0.69781256,11.210759,6.6730709,1.2011528,5.2850723,0.10009606,0.5714286,0.80000001,94.195801,0
1288,13-Nov-61,1,30,0,3,9,7,0,,0,0,1.4680755,1.8951522,46.925034,7.2291598,0.5714286,0.66666669,403.29245,0
911,03-Oct-61,1,31,1,5,10,7,16.015369,0,0,0,3.6034582,4.2707653,11.69122,3.5256054,0.42857143,0.2,562.55707,0
86,31-Aug-61,1,25,1,2,6,4,20.819981,11.165001,2.7912502,0,0,1.601537,9.8974991,145.63577,1,1,192.93222,0
503,05-Oct-61,1,26,1,2,10,4,6.406148,5.5825005,3.9077504,0,1.9218444,0.53384566,44.522728,16.896215,0.75,1,346.35022,0
973,11-Oct-61,1,23,1,4,6,6,3.203074,9.7693758,4.8846879,0,4.0038424,3.7369196,27.546436,8.3368893,0.33333334,0.25,1249.3246,0
937,01-Dec-61,1,33,0,5,8,,0,0,0,0,0,0,0,0,,,0,0
1403,10-Oct-60,1,26,1,4,10,6,12.812296,0,0,0,1.5614985,0.093422994,59.577175,116.64528,0,0,253.53604,0
862,13-Oct-61,1,20,1,5,8,,0,0,0,0,0,0,0,0,,,0,0
967,13-Nov-61,1,39,1,2,10,,0,0,0,0,0,0,0,0,,,0,0
30,26-Nov-61,1,38,0,8,14,10,80.076851,,0,0,20.019213,4.4576116,17.072384,67.958557,0.5,0.5,343.77887,0
656,27-Nov-61,1,27,1,2,10,4,0,0,0,0,1.601537,5.0715337,21.556688,11.219656,0.5,1,380.23035,0
184,22-Sep-61,1,21,1,3,10,5,4.8046112,0,0,0,0,0.66730708,11.45099,2.2688439,0.40000001,0.66666669,224.16881,0
996,28-Nov-61,1,35,1,3,8,5,0,,,0,0.96092218,1.601537,9.0486841,1.103281,0,0,64.820313,0
393,20-Nov-61,1,66,0,0,1,,0,0,0,0,0,0,0,0,,,0,1
589,02-Nov-61,1,27,1,4,10,6,10.40999,0,0,0,1.9218444,2.7226129,209.19276,104.49139,0.83333331,0.75,468.4751,0
1145,10-Sep-61,1,41,1,4,10,7,1121.0759,0,3.9077504,0,93.422997,2.936151,81.838539,339.5481,0.5714286,0.75,311.79449,0
167,24-Oct-61,1,23,0,3,10,,0,0,0,0,0,0,0,0,,,0,1
508,30-Nov-61,1,23,1,4,13,,0,0,0,0,0,0,0,0,,,0,0
541,18-Oct-61,1,21,1,4,10,6,0,6.9781256,0,0,1.8684598,0.73403776,22.821901,5.7722063,0.16666667,0,570.8291,0
360,21-Sep-61,1,23,1,2,12,,0,0,0,0,0,0,0,0,,,0,0
1121,28-Dec-61,0,27,1,3,8,,0,0,0,0,0,0,0,0,,,0,0
199,18-Sep-61,1,30,1,3,10,5,0,0,0,1.601537,1.601537,6.1392255,21.300442,2.7114911,0.2,0.33333334,193.78598,0
1129,04-Sep-61,1,28,0,3,7,4,0,0,0,0,0.26692283,0.46711496,8.8084536,0.15570499,0.5,0.33333334,36.034584,0
500,21-Nov-61,1,43,1,8,9,11,16.015369,34.890629,20.934376,0,22.421518,7.6073008,40.935287,57.714943,0.18181819,0,337.7095,0
657,04-Oct-60,1,35,1,5,8,7,0,27.912502,0,0,7.4738393,5.6454177,28.827665,4.8046112,0.85714287,0.80000001,650.46161,0
447,18-Oct-61,1,35,1,2,10,4,12.812296,0,0,83.279922,3.3632276,8.4080696,35.666229,8.7706394,1,1,244.14607,1
575,14-Nov-61,1,36,1,2,14,4,44.042267,0,0,4.0038424,1.2011528,2.4023056,48.046108,13.301654,0.5,1,306.39944,0
104,20-Oct-61,1,24,1,3,4,5,0,3.4890628,6.6990004,0,0.53384566,2.6692283,14.413833,3.8014262,0.40000001,0.33333334,304.72617,0
666,24-Nov-61,1,29,0,3,9,,0,0,0,0,0,0,0,0,,,0,0
1082,30-Oct-61,1,43,1,5,8,8,0,0,0,0,1.601537,2.0019212,24.023054,6.4506354,0.5,0.40000001,226.65121,0
805,18-Oct-61,1,35,1,6,10,8,0,0,0,0,3.4699969,16.522522,51.329262,27.510847,0.375,0.16666667,229.93437,0
1256,17-Sep-61,1,22,1,2,10,4,0,0,2.9308126,0,0,0,28.106974,0,0,0,184.0166,0
1151,04-Oct-61,1,32,1,2,14,4,0,0,0,0.3203074,0.26692283,1.0676913,42.440731,0,0.25,0.5,36.83535,0
739,24-Sep-61,1,21,1,2,10,4,3.203074,,,0,0,1.0009606,49.887878,73.263649,0.5,0,308.08551,0
448,01-Oct-61,1,26,1,5,10,7,89.686073,0,0,0,0,2.936151,8.4881458,3.6913204,0,0,476.68924,0
1002,11-Sep-61,1,26,1,3,10,5,0,0,0,0,1.7883829,2.3756132,15.855216,3.0640516,0.40000001,0.33333334,764.59802,0
1164,21-Sep-61,1,65,1,0,10,2,4.8046112,0,0,1.2812296,0,2.6692283,5.1249185,0.88974279,1,,329.24994,0
1144,03-May-60,1,30,0,1,6,2,0,0,0,0,0,0,1.1210759,16.9496,1,1,337.70605,0
